AccXmin,AccYmin,AccZmin,AccXmax,AccYmax,AccZmax,AccXmean,AccYmean,AccZmean,GyrXmin,GyrYmin,GyrZmin,GyrXmax,GyrYmax,GyrZmax,GyrXmean,GyrYmean,GyrZmean,StartTime,EndTime
0.56,-2.0,-0.9,2.0,-1.34,0.41,1.3893333333333335,-1.8263333333333334,-0.4883333333333334,-145.54,-250.14,-114.08,209.93,250.13,250.13,6.357333333333334,-4.291999999999995,28.00866666666667,2020-10-18 11:40:45.550073,2020-10-18 11:42:05.551415
0.0,-2.0,-1.06,1.6,0.0,0.0,0.382,-0.586,-0.22333333333333336,-250.14,-250.14,-229.54,250.13,150.92,250.13,-15.102333333333336,-5.038666666666666,22.19,2020-10-18 11:42:09.546453,2020-10-18 11:43:07.557233
0.96,-2.0,-1.42,2.0,-1.12,0.95,1.2423333333333333,-1.4516666666666664,-0.04033333333333333,-243.82,-250.14,-125.8,250.13,236.23,250.13,-6.375333333333333,18.322000000000006,25.577666666666673,2020-10-18 11:43:11.552847,2020-10-18 11:44:27.555143
0.68,-2.0,-1.32,2.0,-0.98,1.02,1.515666666666667,-1.8863333333333332,-0.186,-113.44,-181.3,-164.61,164.02,164.49,166.53,-1.3029999999999997,0.05166666666666657,7.335666666666667,2020-10-18 11:44:31.552800,2020-10-18 11:45:43.572536
-1.12,-2.0,-1.23,1.94,0.0,1.06,0.8316666666666667,-1.3363333333333332,-0.42766666666666675,-250.14,-250.14,-250.14,250.13,140.6,250.13,-4.495333333333331,-25.454333333333334,-1.3526666666666642,2020-10-18 11:45:47.554680,2020-10-18 11:46:45.566692
0.64,-1.99,-0.45,2.0,-0.6,1.15,0.5396666666666666,-0.5996666666666667,0.067,-116.76,-250.14,-42.76,111.46,122.2,172.1,10.054666666666668,-0.5626666666666666,3.4530000000000003,2020-10-18 11:49:55.554399,2020-10-18 19:14:26.837247
0.62,-2.0,-2.0,2.0,-0.77,0.28,1.4336666666666669,-1.7123333333333335,-0.31166666666666665,-250.14,-107.53,-189.12,181.09,250.13,102.37,9.391000000000002,18.861333333333334,-32.273,2020-10-18 19:14:30.838730,2020-10-18 19:15:28.837781
0.78,-2.0,-1.82,2.0,-0.66,0.27,1.509666666666667,-1.7156666666666667,-0.23733333333333337,-250.14,-250.14,-240.28,250.13,250.13,179.33,7.529666666666666,-20.487,-5.742666666666669,2020-10-18 19:15:32.963883,2020-10-18 19:16:32.840112
0.26,-2.0,-1.02,2.0,-1.22,2.0,1.4933333333333334,-1.766333333333333,0.023,-250.14,-250.14,-250.14,250.13,250.13,190.94,24.38,-0.7573333333333266,-1.923333333333334,2020-10-18 19:16:36.832559,2020-10-18 19:17:38.841447
0.67,-2.0,-1.7,2.0,-0.73,1.25,1.471,-1.8559999999999997,-0.1673333333333333,-250.14,-250.14,-233.27,250.13,250.13,178.21,15.265333333333329,-22.898333333333333,-17.817,2020-10-18 19:17:43.022970,2020-10-18 19:18:40.832199
0.0,-2.0,-1.58,2.0,0.25,0.42,1.1283333333333334,-1.4313333333333336,-0.4536666666666668,-250.14,-250.14,-233.33,250.13,171.94,100.18,36.31499999999999,-17.456666666666663,-35.023666666666664,2020-10-18 19:18:44.840654,2020-10-18 19:19:44.837711
