AccXmin,AccYmin,AccZmin,AccXmax,AccYmax,AccZmax,AccXmean,AccYmean,AccZmean,GyrXmin,GyrYmin,GyrZmin,GyrXmax,GyrYmax,GyrZmax,GyrXmean,GyrYmean,GyrZmean,StartTime,EndTime
1.63,-1.67,-0.14,1.67,-1.65,-0.1,1.6466666666666663,-1.6639999999999995,-0.11566666666666671,-8.84,0.31,3.31,-8.43,1.34,3.66,-8.588666666666665,0.8073333333333333,3.484000000000001,2020-10-08 11:20:01.295095,2020-10-08 11:20:59.160751
1.53,-2.0,-0.37,1.81,-1.57,0.06,1.6639999999999995,-1.8330000000000004,-0.03566666666666667,-88.12,-58.74,-28.37,105.84,53.63,59.87,-8.497666666666666,1.9323333333333328,2.281666666666666,2020-10-08 11:21:03.311161,2020-10-08 11:22:03.157506
1.66,-2.0,-0.07,1.68,-2.0,-0.04,1.6683333333333334,-2.0,-0.05466666666666669,-8.91,0.37,3.19,-8.5,1.14,3.63,-8.646666666666668,0.7536666666666668,3.455999999999999,2020-10-08 11:22:07.330590,2020-10-08 11:23:05.210600
1.66,-2.0,-0.07,1.67,-2.0,-0.03,1.667,-2.0,-0.050666666666666686,-8.87,0.33,3.29,-8.37,1.2,3.69,-8.636,0.7833333333333332,3.4533333333333336,2020-10-08 11:23:09.200878,2020-10-08 11:24:07.335674
1.66,-2.0,-0.06,1.68,-2.0,-0.04,1.6680000000000004,-2.0,-0.0526666666666667,-8.92,0.41,3.34,-8.34,1.29,3.77,-8.60233333333333,0.8363333333333334,3.5086666666666657,2020-10-08 11:24:11.256493,2020-10-08 11:25:09.207725
1.66,-2.0,-0.06,1.68,-2.0,-0.04,1.6700000000000006,-2.0,-0.05266666666666669,-8.76,0.33,3.24,-8.38,1.11,3.76,-8.589333333333332,0.7643333333333332,3.487,2020-10-08 11:25:13.164036,2020-10-08 11:26:11.289183
1.66,-2.0,-0.07,1.68,-2.0,-0.03,1.6676666666666666,-2.0,-0.05200000000000003,-8.89,0.29,3.24,-8.3,1.94,3.69,-8.586000000000004,0.7610000000000003,3.4393333333333325,2020-10-08 11:26:15.256476,2020-10-08 11:27:13.134186
1.65,-2.0,-0.07,1.68,-2.0,-0.04,1.6670000000000003,-2.0,-0.05133333333333336,-8.89,0.26,3.31,-8.34,1.07,3.58,-8.585999999999997,0.6573333333333333,3.460333333333333,2020-10-08 11:27:17.212925,2020-10-08 11:28:15.172854
1.66,-2.0,-0.07,1.67,-2.0,-0.04,1.6683333333333337,-2.0,-0.053333333333333365,-8.79,0.56,3.27,-8.44,1.11,3.68,-8.62,0.789,3.490333333333334,2020-10-08 11:28:19.266944,2020-10-08 11:29:17.220953
1.66,-2.0,-0.06,1.68,-2.0,-0.04,1.6676666666666664,-2.0,-0.050333333333333355,-8.98,0.27,3.24,-8.41,1.19,3.64,-8.624666666666664,0.7636666666666667,3.454333333333335,2020-10-08 11:29:21.268231,2020-10-08 11:30:19.336373
1.65,-2.0,-0.07,1.68,-2.0,-0.04,1.6676666666666669,-2.0,-0.0536666666666667,-8.76,0.44,3.22,-8.42,1.08,3.64,-8.578666666666665,0.7809999999999999,3.49,2020-10-08 11:30:23.339902,2020-10-08 11:31:21.328544
1.66,-2.0,-0.07,1.68,-2.0,-0.04,1.6673333333333333,-2.0,-0.055666666666666705,-8.9,0.4,3.28,-8.45,1.0,3.67,-8.605999999999998,0.7573333333333333,3.4683333333333337,2020-10-08 11:31:25.160784,2020-10-08 11:32:23.329768
1.66,-2.0,-0.07,1.68,-2.0,-0.04,1.6686666666666667,-2.0,-0.055666666666666705,-8.82,0.43,3.32,-8.36,1.17,3.7,-8.585666666666667,0.7599999999999998,3.4826666666666664,2020-10-08 11:32:27.362269,2020-10-08 11:33:25.377899
1.66,-2.0,-0.05,1.76,-1.76,0.19,1.6733333333333333,-1.967666666666666,0.16099999999999998,-35.74,-0.07,-6.92,-7.85,84.12,3.68,-9.442666666666666,3.516,3.094666666666667,2020-10-08 11:33:29.332153,2020-10-08 11:34:29.232334
1.65,-1.98,0.16,1.68,-1.96,0.19,1.667333333333333,-1.967333333333333,0.17600000000000002,-8.9,0.11,3.27,-8.47,1.08,3.74,-8.625666666666666,0.7656666666666664,3.4926666666666666,2020-10-08 11:34:33.142767,2020-10-08 11:35:31.333138
1.66,-1.98,0.16,1.68,-1.96,0.19,1.6676666666666662,-1.9679999999999995,0.175,-8.89,0.33,3.24,-8.4,1.13,3.72,-8.639000000000001,0.7236666666666668,3.477333333333334,2020-10-08 11:35:35.157320,2020-10-08 11:36:33.348273
1.66,-1.97,0.16,1.68,-1.96,0.19,1.669666666666667,-1.9663333333333333,0.1783333333333333,-8.87,0.35,3.26,-8.42,1.14,3.69,-8.611666666666666,0.7406666666666667,3.4739999999999993,2020-10-08 11:36:37.170354,2020-10-08 11:37:35.334696
1.66,-1.97,0.17,1.69,-1.96,0.19,1.670666666666667,-1.9650000000000003,0.1803333333333333,-8.84,0.34,3.15,-8.35,1.27,3.89,-8.598,0.7716666666666668,3.498333333333334,2020-10-08 11:37:39.297527,2020-10-08 11:38:37.149068
1.65,-1.97,0.17,1.68,-1.96,0.2,1.6679999999999997,-1.9623333333333335,0.17833333333333334,-8.78,0.4,3.17,-8.38,1.05,3.71,-8.557666666666668,0.7310000000000001,3.5096666666666665,2020-10-08 11:38:41.335611,2020-10-08 11:39:39.145443
1.66,-1.97,0.17,1.68,-1.96,0.2,1.6676666666666662,-1.9640000000000002,0.18433333333333332,-8.84,0.22,3.16,-8.4,1.12,3.78,-8.616333333333332,0.7136666666666668,3.4410000000000003,2020-10-08 11:39:43.330354,2020-10-08 11:40:41.360298
1.66,-1.97,0.17,1.69,-1.95,0.19,1.6710000000000003,-1.9613333333333336,0.18066666666666673,-8.79,0.35,3.21,-8.42,1.13,3.73,-8.60233333333333,0.7753333333333334,3.488999999999999,2020-10-08 11:40:45.343534,2020-10-08 11:41:45.132730
1.66,-1.97,0.17,1.68,-1.96,0.2,1.6686666666666667,-1.961666666666667,0.18200000000000002,-8.79,0.44,3.22,-8.42,1.01,3.65,-8.615,0.762,3.471666666666666,2020-10-08 11:41:49.324505,2020-10-08 11:42:47.336729
1.66,-1.97,0.16,1.68,-1.96,0.19,1.6689999999999998,-1.9623333333333335,0.18133333333333335,-8.94,0.34,3.3,-8.39,1.13,3.76,-8.618,0.7696666666666668,3.5053333333333336,2020-10-08 11:42:51.335939,2020-10-08 11:43:49.279780
1.65,-1.97,0.17,1.69,-1.95,0.21,1.6693333333333333,-1.9613333333333336,0.18533333333333338,-8.76,0.41,3.07,-8.38,1.67,3.66,-8.593333333333332,0.7833333333333333,3.4596666666666667,2020-10-08 11:43:53.334981,2020-10-08 11:44:51.252146
1.66,-1.97,0.17,1.68,-1.96,0.2,1.6696666666666666,-1.9613333333333336,0.18533333333333338,-8.85,0.38,3.27,-8.47,1.2,3.68,-8.626000000000001,0.7956666666666664,3.488666666666667,2020-10-08 11:44:55.334261,2020-10-08 11:45:53.146810
1.66,-1.97,0.17,1.68,-1.96,0.2,1.6696666666666669,-1.9620000000000004,0.18600000000000005,-8.76,0.32,3.24,-8.46,1.5,3.66,-8.600333333333333,0.7503333333333333,3.4576666666666664,2020-10-08 11:45:57.330347,2020-10-08 11:46:57.354974
1.66,-1.97,0.17,1.68,-1.95,0.2,1.6680000000000001,-1.9600000000000004,0.18533333333333338,-8.88,0.32,3.24,-8.37,1.12,3.67,-8.614,0.7476666666666666,3.4736666666666665,2020-10-08 11:47:01.151142,2020-10-08 11:47:59.147977
1.65,-1.97,-0.19,1.69,-1.93,0.2,1.6683333333333328,-1.9473333333333334,0.019333333333333348,-8.85,0.26,3.18,-8.18,1.13,3.83,-8.597333333333331,0.7323333333333334,3.4930000000000008,2020-10-08 11:48:03.161219,2020-10-08 12:41:37.460943
1.65,-2.0,-0.19,1.69,-1.92,0.03,1.6669999999999996,-1.9456666666666669,-0.1296666666666667,-8.82,0.2,-4.34,38.54,3.06,3.9,-6.9766666666666675,0.8466666666666665,3.231666666666668,2020-10-08 12:41:41.144182,2020-10-08 12:42:57.157998
1.56,-2.0,-0.0,1.67,-1.98,0.03,1.6606666666666665,-1.9993333333333332,0.019333333333333345,-8.88,0.38,3.06,-7.62,1.07,4.82,-8.520000000000001,0.7436666666666667,3.4586666666666663,2020-10-08 12:43:01.158089,2020-10-08 12:43:59.196192
1.65,-2.0,0.04,1.68,-2.0,0.07,1.667333333333334,-2.0,0.05900000000000004,-8.81,0.45,3.18,-8.25,1.56,3.66,-8.579666666666666,0.7890000000000001,3.4263333333333326,2020-10-08 12:44:03.175840,2020-10-08 12:45:03.146550
1.66,-2.0,0.04,1.68,-2.0,0.07,1.670333333333334,-2.0,0.05700000000000003,-8.85,0.35,3.33,-8.37,1.11,3.79,-8.60233333333333,0.8463333333333333,3.5483333333333333,2020-10-08 12:45:07.143757,2020-10-08 12:46:05.143034
1.67,-2.0,0.05,1.68,-2.0,0.07,1.6720000000000006,-2.0,0.06033333333333337,-8.85,0.54,1.86,-8.23,1.81,3.73,-8.546,0.7910000000000003,3.4489999999999994,2020-10-08 12:46:09.152614,2020-10-08 12:47:07.146025
1.66,-2.0,0.05,1.69,-2.0,0.07,1.6710000000000005,-2.0,0.05966666666666671,-8.95,0.48,3.24,-8.31,1.05,3.69,-8.572666666666667,0.7843333333333331,3.489333333333333,2020-10-08 12:47:11.163992,2020-10-08 12:48:09.189665
1.67,-2.0,0.05,1.68,-2.0,0.07,1.671333333333334,-2.0,0.06133333333333337,-8.94,0.3,3.28,-8.28,1.17,3.71,-8.556666666666668,0.7303333333333336,3.4899999999999993,2020-10-08 12:48:13.139963,2020-10-08 12:49:11.186033
1.63,-2.0,-0.23,1.93,-1.92,0.07,1.6729999999999998,-1.932000000000001,-0.15799999999999997,-208.46,-4.8,-2.0,14.31,8.53,43.4,-14.463,0.8356666666666667,4.664666666666667,2020-10-08 12:49:15.188070,2020-10-08 12:50:21.144017
1.65,-1.93,-0.19,1.68,-1.92,-0.17,1.665333333333333,-1.9223333333333341,-0.17666666666666667,-8.9,0.4,3.35,-8.39,0.95,3.74,-8.609333333333332,0.7023333333333334,3.5259999999999994,2020-10-08 12:50:25.144989,2020-10-08 12:51:23.173763
1.65,-1.93,-0.19,1.68,-1.91,-0.16,1.6663333333333337,-1.9216666666666673,-0.177,-8.85,0.28,3.23,-8.39,1.16,3.72,-8.614666666666666,0.8010000000000002,3.513,2020-10-08 12:51:27.470921,2020-10-08 12:52:27.108832
1.65,-1.95,-0.21,1.7,-1.9,-0.16,1.6636666666666664,-1.9220000000000006,-0.17633333333333334,-25.39,0.41,2.89,-8.39,1.21,6.75,-9.179333333333336,0.6973333333333334,3.6173333333333324,2020-10-08 12:52:31.137279,2020-10-08 12:53:29.196162
1.65,-1.94,-0.19,1.68,-1.88,-0.16,1.6676666666666666,-1.9173333333333338,-0.17333333333333334,-12.73,0.44,2.98,-8.09,1.33,4.81,-8.776000000000002,0.783666666666667,3.5533333333333332,2020-10-08 12:53:33.160942,2020-10-08 12:54:31.155881
1.65,-1.93,-0.2,1.68,-1.91,-0.15,1.664,-1.9240000000000004,-0.17666666666666664,-8.92,0.08,3.25,-8.37,1.15,3.8,-8.648666666666667,0.808,3.5106666666666655,2020-10-08 12:54:35.161081,2020-10-08 12:55:35.135221
1.65,-1.94,-0.19,1.68,-1.92,-0.16,1.6676666666666666,-1.928,-0.17166666666666666,-8.84,-0.27,3.34,-8.41,1.24,3.75,-8.647666666666668,0.807,3.5163333333333333,2020-10-08 12:55:39.142392,2020-10-08 12:56:39.440835
1.65,-1.94,-0.2,1.68,-1.92,-0.16,1.6656666666666664,-1.9296666666666666,-0.174,-9.03,0.42,0.53,-8.36,6.63,3.7,-8.651333333333332,0.9746666666666667,3.401666666666668,2020-10-08 12:56:43.176499,2020-10-08 12:57:43.145648
1.65,-1.94,-0.19,1.68,-1.92,-0.16,1.664,-1.9309999999999998,-0.17233333333333337,-8.87,0.28,3.28,-8.45,1.18,3.68,-8.631000000000002,0.7173333333333333,3.497333333333333,2020-10-08 12:57:47.134261,2020-10-08 12:58:45.141667
1.36,-1.94,-0.72,1.67,-1.67,-0.15,1.4196666666666666,-1.8103333333333336,-0.623,-8.97,-1.18,2.66,-5.82,1.08,3.69,-8.408333333333331,0.6606666666666666,3.3923333333333336,2020-10-08 12:58:49.140430,2020-10-08 12:59:49.137373
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.3673333333333333,-1.8100000000000003,-0.7093333333333334,-8.85,0.55,3.36,-8.46,1.07,3.64,-8.618666666666666,0.7739999999999999,3.4960000000000004,2020-10-08 12:59:53.140955,2020-10-08 13:00:51.134736
1.36,-1.81,-0.72,1.38,-1.8,-0.7,1.3686666666666665,-1.8083333333333338,-0.7110000000000002,-8.87,0.61,3.28,-8.39,1.03,3.62,-8.678999999999998,0.7946666666666665,3.475666666666668,2020-10-08 13:00:55.140063,2020-10-08 13:01:53.137607
1.36,-1.81,-0.72,1.37,-1.8,-0.7,1.3666666666666665,-1.8083333333333338,-0.711666666666667,-8.85,0.56,3.25,-8.38,1.02,3.61,-8.617999999999999,0.7836666666666667,3.4450000000000003,2020-10-08 13:01:57.157505,2020-10-08 13:02:55.138403
1.36,-1.82,-0.72,1.38,-1.8,-0.7,1.3673333333333333,-1.8086666666666673,-0.7120000000000001,-8.87,0.44,3.25,-8.37,1.13,3.72,-8.642999999999999,0.7436666666666667,3.4429999999999996,2020-10-08 13:02:59.138274,2020-10-08 13:03:57.144935
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.3663333333333332,-1.8086666666666666,-0.7120000000000003,-8.78,0.44,3.27,-8.37,1.03,3.6,-8.646333333333333,0.7296666666666668,3.456333333333333,2020-10-08 13:04:01.148772,2020-10-08 13:04:59.140581
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.3666666666666665,-1.809333333333334,-0.7106666666666669,-8.93,0.53,3.31,-8.44,0.98,3.66,-8.641999999999998,0.7483333333333334,3.439666666666666,2020-10-08 13:05:03.147205,2020-10-08 13:06:01.136897
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.3636666666666666,-1.8096666666666672,-0.7123333333333335,-8.89,0.5,3.18,-8.3,1.03,3.61,-8.626333333333331,0.7410000000000001,3.441333333333334,2020-10-08 13:06:05.136556,2020-10-08 13:07:03.198706
1.36,-1.82,-0.72,1.37,-1.8,-0.71,1.3653333333333333,-1.8103333333333338,-0.7126666666666668,-8.9,0.45,3.27,-8.4,1.02,3.64,-8.634000000000002,0.7636666666666668,3.4386666666666668,2020-10-08 13:07:07.143233,2020-10-08 13:08:05.140511
1.36,-1.82,-0.73,1.37,-1.8,-0.71,1.3639999999999999,-1.8100000000000007,-0.7136666666666669,-9.03,0.38,3.17,-8.5,1.18,3.63,-8.692666666666668,0.7906666666666667,3.4256666666666664,2020-10-08 13:08:09.153333,2020-10-08 13:09:07.183534
1.35,-1.82,-0.73,1.37,-1.8,-0.71,1.364,-1.81,-0.7153333333333335,-8.83,0.54,3.26,-8.45,1.02,3.68,-8.643666666666665,0.7546666666666668,3.4376666666666673,2020-10-08 13:09:11.136168,2020-10-08 13:10:09.134569
1.36,-1.82,-0.72,1.37,-1.8,-0.71,1.3643333333333334,-1.8106666666666669,-0.7146666666666667,-8.9,0.55,3.22,-8.48,0.95,3.61,-8.674333333333331,0.745,3.475666666666667,2020-10-08 13:10:13.129172,2020-10-08 13:11:11.128829
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.3649999999999995,-1.8100000000000003,-0.7133333333333335,-8.86,0.52,3.24,-8.4,0.97,3.62,-8.629666666666667,0.7673333333333334,3.4543333333333326,2020-10-08 13:11:15.131192,2020-10-08 13:12:13.146294
1.35,-1.81,-0.72,1.37,-1.8,-0.71,1.3623333333333327,-1.8086666666666673,-0.7126666666666669,-8.89,0.46,3.24,-8.32,1.02,3.62,-8.620333333333337,0.769,3.4576666666666673,2020-10-08 13:12:17.142913,2020-10-08 13:13:15.152744
1.36,-1.81,-0.73,1.37,-1.8,-0.71,1.3636666666666664,-1.809333333333334,-0.7136666666666667,-8.86,0.4,3.2,-8.4,1.0,3.7,-8.613999999999999,0.716,3.4566666666666666,2020-10-08 13:13:19.135747,2020-10-08 13:14:17.138401
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.363333333333333,-1.809333333333334,-0.7130000000000002,-8.84,0.5,3.25,-8.39,0.93,3.63,-8.658999999999999,0.7280000000000001,3.4529999999999985,2020-10-08 13:14:21.132224,2020-10-08 13:15:19.141862
1.36,-1.81,-0.72,1.37,-1.8,-0.7,1.3636666666666666,-1.808666666666667,-0.7120000000000001,-8.85,0.59,3.31,-8.52,1.1,3.6,-8.654666666666666,0.777,3.4359999999999995,2020-10-08 13:15:23.143534,2020-10-08 13:16:21.142184
1.35,-1.82,-0.72,1.38,-1.8,-0.71,1.3636666666666666,-1.8090000000000004,-0.7140000000000002,-8.94,0.49,3.23,-8.29,0.93,3.62,-8.631,0.7539999999999999,3.446,2020-10-08 13:16:25.138613,2020-10-08 13:17:23.191156
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.3629999999999995,-1.8090000000000004,-0.7143333333333334,-8.89,0.47,3.24,-8.38,1.05,3.72,-8.641333333333334,0.7916666666666666,3.4743333333333335,2020-10-08 13:17:27.144213,2020-10-08 13:18:27.139636
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.362333333333333,-1.8090000000000006,-0.714,-8.82,0.47,3.26,-8.38,0.98,3.55,-8.636666666666665,0.7046666666666666,3.445666666666667,2020-10-08 13:18:31.154891,2020-10-08 13:19:29.135044
1.35,-1.81,-0.73,1.37,-1.8,-0.7,1.3619999999999997,-1.8090000000000004,-0.716,-8.82,0.47,3.37,-8.37,1.02,3.73,-8.613999999999999,0.7573333333333334,3.493,2020-10-08 13:19:33.132586,2020-10-08 13:20:31.138097
1.36,-1.82,-0.72,1.37,-1.8,-0.7,1.3619999999999997,-1.8096666666666674,-0.7129999999999999,-8.87,0.5,3.29,-8.43,1.01,3.63,-8.646333333333333,0.749,3.4600000000000004,2020-10-08 13:20:35.128533,2020-10-08 13:21:33.138755
1.35,-1.82,-0.74,1.38,-1.8,-0.7,1.3636666666666668,-1.8100000000000007,-0.7163333333333334,-8.84,-5.02,3.14,-8.27,0.98,3.64,-8.595999999999998,0.5226666666666667,3.455999999999999,2020-10-08 13:21:37.142748,2020-10-08 13:22:35.138729
1.36,-1.82,-0.73,1.37,-1.8,-0.7,1.3626666666666665,-1.8100000000000003,-0.7153333333333335,-8.89,0.4,3.21,-8.46,1.06,3.67,-8.654,0.7653333333333335,3.4426666666666668,2020-10-08 13:22:39.174379,2020-10-08 13:23:37.159652
1.35,-1.82,-0.72,1.37,-1.8,-0.71,1.3616666666666666,-1.810666666666667,-0.7150000000000002,-8.76,0.41,3.21,-8.24,1.0,3.6,-8.563999999999998,0.761,3.412333333333333,2020-10-08 13:23:41.280842,2020-10-08 13:24:39.140815
1.36,-1.82,-0.73,1.37,-1.81,-0.7,1.3623333333333327,-1.810666666666667,-0.715,-8.9,0.47,3.21,-8.4,1.0,3.66,-8.659333333333333,0.7466666666666667,3.4633333333333334,2020-10-08 13:24:43.137142,2020-10-08 13:25:41.145327
1.36,-1.92,-0.73,1.67,-1.8,-0.18,1.4436666666666664,-1.838666666666667,-0.5736666666666669,-8.89,0.37,3.23,-8.41,0.92,3.6,-8.642333333333331,0.7133333333333334,3.4763333333333324,2020-10-08 13:25:45.154633,2020-10-08 13:29:37.201180
1.61,-2.0,-0.51,1.68,-1.91,-0.18,1.633333333333333,-1.9836666666666667,-0.2416666666666667,-83.77,0.33,-58.79,-8.35,13.37,3.71,-11.123666666666663,1.1373333333333333,1.394666666666667,2020-10-08 13:29:41.142969,2020-10-08 13:30:39.126786
1.62,-2.0,-0.25,1.68,-1.87,-0.13,1.6693333333333342,-1.885333333333334,-0.14666666666666667,-8.94,0.53,3.27,-8.43,1.08,3.6,-8.629,0.7536666666666669,3.473333333333333,2020-10-08 13:30:43.131697,2020-10-08 13:31:41.135390
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6696666666666673,-1.8816666666666673,-0.14233333333333337,-8.81,0.39,3.29,-8.31,0.88,3.66,-8.642666666666663,0.6913333333333335,3.4769999999999994,2020-10-08 13:31:47.260229,2020-10-08 13:32:45.126464
1.67,-1.89,-0.15,1.68,-1.87,-0.13,1.6720000000000008,-1.8800000000000006,-0.14233333333333334,-8.83,0.35,3.32,-8.34,1.07,3.62,-8.627999999999998,0.7443333333333333,3.4633333333333334,2020-10-08 13:32:49.134618,2020-10-08 13:33:47.130816
1.67,-1.89,-0.15,1.68,-1.87,-0.13,1.6716666666666675,-1.8806666666666672,-0.14133333333333337,-8.84,0.34,3.33,-8.43,0.95,3.69,-8.668,0.7486666666666667,3.4719999999999995,2020-10-08 13:33:51.136857,2020-10-08 13:34:49.131428
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6693333333333342,-1.8806666666666672,-0.14133333333333337,-8.92,0.5,3.35,-8.47,1.11,3.63,-8.649333333333333,0.7766666666666666,3.4873333333333334,2020-10-08 13:34:53.167581,2020-10-08 13:35:51.136312
1.66,-1.88,-0.15,1.68,-1.87,-0.13,1.6703333333333341,-1.879333333333334,-0.14200000000000004,-8.93,0.36,3.25,-8.41,1.08,3.73,-8.664999999999997,0.733,3.4680000000000004,2020-10-08 13:35:55.155930,2020-10-08 13:36:53.131072
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6700000000000006,-1.8810000000000007,-0.143,-8.84,0.53,3.26,-8.44,1.25,3.71,-8.648666666666665,0.7373333333333334,3.474000000000001,2020-10-08 13:36:57.131633,2020-10-08 13:37:55.137974
1.66,-1.89,-0.15,1.68,-1.88,-0.13,1.6713333333333336,-1.8813333333333337,-0.14200000000000002,-8.85,0.53,3.28,-8.44,0.93,3.59,-8.642999999999999,0.7583333333333335,3.4659999999999997,2020-10-08 13:37:59.185273,2020-10-08 13:38:57.134161
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6700000000000008,-1.8810000000000002,-0.14133333333333337,-8.95,0.47,3.3,-8.44,1.25,3.66,-8.640333333333333,0.7903333333333332,3.491,2020-10-08 13:39:01.134581,2020-10-08 13:39:59.136776
1.66,-1.89,-0.15,1.69,-1.87,-0.13,1.6713333333333333,-1.880333333333334,-0.14333333333333337,-8.89,0.46,3.27,-8.35,1.03,3.61,-8.638,0.7756666666666666,3.470999999999999,2020-10-08 13:40:03.138133,2020-10-08 13:41:01.181659
1.67,-1.89,-0.15,1.68,-1.87,-0.13,1.6716666666666675,-1.8803333333333336,-0.1406666666666667,-8.92,0.34,3.28,-8.37,0.99,3.65,-8.600999999999997,0.6896666666666665,3.479,2020-10-08 13:41:05.160783,2020-10-08 13:42:03.180861
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6700000000000008,-1.880333333333334,-0.14266666666666666,-8.85,0.44,3.29,-8.37,1.01,3.55,-8.583333333333334,0.7330000000000001,3.4480000000000004,2020-10-08 13:42:07.141079,2020-10-08 13:43:05.162796
1.66,-1.89,-0.15,1.68,-1.87,-0.14,1.6703333333333341,-1.8810000000000007,-0.1413333333333334,-8.98,0.53,3.34,-8.49,1.0,3.66,-8.651333333333332,0.7526666666666667,3.498333333333334,2020-10-08 13:43:09.192498,2020-10-08 13:44:09.142682
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6713333333333338,-1.8806666666666672,-0.1416666666666667,-8.92,0.43,3.23,-8.44,1.13,3.61,-8.640666666666666,0.761,3.475333333333333,2020-10-08 13:44:13.183673,2020-10-08 13:45:13.477091
1.66,-1.89,-0.15,1.68,-1.88,-0.13,1.6706666666666672,-1.8803333333333339,-0.14,-8.89,0.5,3.26,-8.38,1.05,3.7,-8.631333333333336,0.7656666666666666,3.4526666666666666,2020-10-08 13:45:17.135579,2020-10-08 13:46:15.130888
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.671000000000001,-1.8810000000000004,-0.14000000000000004,-8.85,0.43,3.2,-8.41,1.03,3.68,-8.613999999999999,0.766,3.4520000000000004,2020-10-08 13:46:19.146030,2020-10-08 13:47:17.136915
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6713333333333338,-1.8813333333333337,-0.14000000000000004,-8.92,0.4,3.24,-8.3,1.17,3.78,-8.606333333333332,0.709,3.457666666666667,2020-10-08 13:47:21.147172,2020-10-08 13:48:19.163758
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.670333333333334,-1.8810000000000004,-0.14233333333333334,-8.87,0.37,3.22,-8.43,1.05,3.72,-8.641333333333334,0.6986666666666667,3.5033333333333334,2020-10-08 13:48:23.146941,2020-10-08 13:49:21.145674
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.671333333333334,-1.8803333333333336,-0.14033333333333337,-8.97,0.53,3.2,-8.47,0.95,3.6,-8.653333333333336,0.7390000000000001,3.4459999999999993,2020-10-08 13:49:25.184380,2020-10-08 13:50:23.185617
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6713333333333338,-1.8806666666666674,-0.14133333333333337,-9.01,0.53,3.29,-8.44,1.11,3.64,-8.671666666666665,0.7650000000000001,3.4653333333333336,2020-10-08 13:50:27.137486,2020-10-08 13:51:25.146038
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6720000000000006,-1.880666666666667,-0.14233333333333337,-8.92,0.44,3.31,-8.46,1.01,3.85,-8.677333333333332,0.74,3.484,2020-10-08 13:51:29.132367,2020-10-08 13:52:27.184278
1.66,-1.89,-0.15,1.68,-1.88,-0.13,1.6706666666666667,-1.8823333333333343,-0.14133333333333334,-8.84,0.04,3.24,-8.23,1.12,3.57,-8.651666666666666,0.7146666666666667,3.4636666666666662,2020-10-08 13:52:31.194935,2020-10-08 13:53:29.142392
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.6710000000000005,-1.881333333333334,-0.14300000000000004,-8.91,0.42,3.18,-8.38,1.15,3.65,-8.635666666666664,0.7530000000000003,3.478333333333333,2020-10-08 13:53:33.147125,2020-10-08 13:54:31.145426
1.66,-1.89,-0.15,1.68,-1.87,-0.13,1.670333333333334,-1.8800000000000006,-0.144,-9.0,0.56,3.15,-8.5,1.15,3.66,-8.671999999999999,0.7533333333333335,3.4353333333333333,2020-10-08 13:54:35.144789,2020-10-08 13:55:33.169552
1.47,-2.0,-0.28,1.78,-1.52,0.63,1.6379999999999995,-1.8743333333333325,-0.010000000000000031,-114.2,-25.64,-12.6,4.55,2.17,19.67,-11.78766666666667,-0.18500000000000008,3.227,2020-10-08 13:55:37.245496,2020-10-08 13:56:37.191524
1.65,-1.98,-0.18,1.68,-1.96,-0.15,1.666333333333333,-1.9666666666666663,-0.16833333333333336,-8.92,0.05,3.24,-8.4,1.3,3.66,-8.641333333333334,0.7343333333333335,3.4360000000000004,2020-10-08 13:56:41.154838,2020-10-08 13:57:39.143598
1.64,-1.97,-0.18,1.68,-1.96,-0.15,1.6643333333333326,-1.9653333333333334,-0.16833333333333333,-8.9,0.24,3.26,-8.47,1.32,3.68,-8.671,0.7813333333333332,3.4760000000000004,2020-10-08 13:57:43.143250,2020-10-08 13:58:41.153028
1.65,-1.98,-0.19,1.68,-1.96,-0.15,1.6633333333333329,-1.9659999999999997,-0.169,-8.85,0.25,3.27,-8.35,1.24,3.77,-8.665666666666668,0.7470000000000001,3.493,2020-10-08 13:58:45.154270,2020-10-08 13:59:43.153221
1.65,-1.98,-0.18,1.68,-1.96,-0.16,1.6643333333333328,-1.966,-0.16966666666666666,-8.82,0.15,3.23,-8.44,1.03,3.78,-8.649333333333333,0.7053333333333334,3.4779999999999998,2020-10-08 13:59:47.224112,2020-10-08 14:00:45.142563
