timestamp,accelerometer_X,accelerometer_Y,accelerometer_Z,gyroscope_X,gyroscope_Y,gyroscope_Z
2020-09-16 18:19:34.220893,0.05,0.00,0.00,0.00,0.00,0.00
2020-09-16 18:19:36.217454,0.05,0.00,0.00,0.00,0.00,0.00
2020-09-16 18:19:38.206760,0.05,0.00,0.00,0.00,0.00,0.00
2020-09-16 18:19:40.202189,0.02,0.00,0.00,0.00,0.00,0.00
2020-09-16 18:19:42.205321,0.02,0.00,0.00,0.00,0.00,0.00
